date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,mixed_type_col
22/03/2018 08:45,113.18, 74.38 ,0.0,0.05,83.57,100.0,31500.0,Weekday,Thursday,Light_Load,bad
22/03/2018 09:00,130.68,54.65,0.0,0.06,92.26,100.0,32400.0,Weekday,Thursday,Light_Load,938
22/03/2018 09:15,109.51,43.27,0.0,0.05,93.0,100.0, 33300.0 ,Weekday,Thursday,Medium_Load,bad
22/03/2018 09:30,138.35,57.6,0.0,0.06,92.32,100.0,34200.0,Weekday,Thursday,,643
22/03/2018 09:45,89.57,32.69,0.0,0.04,93.94,100.0,35100.0,Weekday,Thursday, mEDIUM_lOAD ,759
22/03/2018 10:00,71.86,32.47,0.0,0.03,91.13,100.0,36000.0,Weekday,Thursday,Medium_Load,436
22/03/2018 10:15,60.19,30.71,0.0,0.03,89.08,100.0,36900.0,Weekday,Thursday,Maximum_Load,
22/03/2018 10:30, 60.01 ,23.22,0.0,0.03,93.26,100.0,37800.0,Weekday,Thursday,Maximum_Load,959
22/03/2018 10:45,52.99,14.08,0.0,0.02,96.65,100.0,38700.0,Weekday,Thursday,Maximum_Load,bad
22/03/2018 11:00,65.48,25.06,0.0,0.03,926.39,100.0,39600.0,Weekday,Thursday,Maximum_Load,18
22/03/2018 11:15, 64.58 ,38.41,0.0,0.03,85.95,100.0,40500.0,Weekday,Thursday,Maximum_Load,84
22/03/2018 11:30,64.91, 40.57 ,0.0,0.03,84.8,100.0,41400.0,Weekday,Thursday,Maximum_Load,unknown
22/03/2018 11:45,75.31,41.58,0.0,0.03,87.54,100.0,42300.0,Weekday,Thursday,Maximum_Load,412
22/03/2018 12:00,115.2,48.49,0.0,0.05,92.17,100.0,43200.0,Weekday,Thursday,Maximum_Load,835
22/03/2018 12:15,9.18,0.9, 20.84 ,0.0,99.52,40.31,44100.0,Weekday,Thursday,Medium_Load,900
22/03/2018 12:30,7.31,0.0,26.71,0.0,,26.4,45000.0,Weekday,Thursday,Medium_Load,845
22/03/2018 12:45,6.48,0.0,26.21,0.0,100.0,24.0,45900.0,Weekday,Thursday,Medium_Load,783
22/03/2018 13:00,6.41,0.0,26.24,0.0,100.0, 23.73 ,46800.0,Weekday,Thursday,Medium_Load,998
22/03/2018 13:15,52.99, 11.59 ,3.49,0.02,N/A,99.78,47700.0,Weekday,,Maximum_Load,213
22/03/2018 13:30,105.44,33.95,0.0,0.05,95.19,100.0,48600.0,Weekday,Thursday,Maximum_Load,unknown
22/03/2018 13:45,66.2,18.72,158.0,0.03,96.23,100.0,49500.0,Weekday,Thursday,Maximum_Load,757
22/03/2018 14:00, 57.17 ,18.22,0.0,0.03,95.28,100.0,50400.0,Weekday,Thursday,Maximum_Load,410
22/03/2018 14:15,55.62, 15.73 ,0.0,0.03,96.23,100.0,51300.0, wEEKDAY ,Thursday, mAXIMUM_lOAD ,bad
22/03/2018 14:30,58.03,17.1,0.0,0.03,95.92,100.0,52200.0,Weekday,Thursday,Maximum_Load,385
22/03/2018 14:45,106.81,34.09,0.0,0.05,95.27,100.0, 53100.0 ,Weekday,Thursday,Maximum_Load,549
22/03/2018 15:00,96.52,31.39,0.0,0.04,95.1,100.0,54000.0,Weekday,Thursday, mAXIMUM_lOAD ,487
22/03/2018 15:15,104.76,36.22,0.0,0.05,94.51,100.0,54900.0,Weekday,Thursday,Maximum_Load,806
22/03/2018 15:30,71.57, 20.63 ,0.0,0.03, 96.09 ,100.0,55800.0,Weekday,Thursday,Maximum_Load,
,110.66,30.2,0.0,0.05,96.47, 100.0 ,56700.0, wEEKDAY ,Thursday,Maximum_Load,unknown
22/03/2018 16:00,68.54,10.15,1.08,0.03,98.92,99.99,57600.0,Weekday,Thursday, mAXIMUM_lOAD ,27
22/03/2018 16:15,90.29,23.04,0.04,0.04,96.9,100.0,58500.0,Weekday,Thursday,Maximum_Load,419
22/03/2018 16:30,99.76,1472.52,0.0,0.05,94.34,100.0,59400.0, wEEKDAY ,Thursday,Maximum_Load,164
22/03/2018 16:45,58.93,24.01,0.0,0.03,92.61,100.0,60300.0,Weekday,Thursday,Maximum_Load,497
22/03/2018 17:00,37.12,2.66,4.5,0.02,99.74,99.27,61200.0,Weekday,Thursday, mAXIMUM_lOAD ,bad
22/03/2018 17:15,34.88,1.08,4.64,0.02,99.95,99.13,62100.0,Weekday,Thursday,Medium_Load,493
22/03/2018 17:30, 37.12 ,1.87,4.0,0.02,99.87,99.42,63000.0,Weekday,Thursday,Medium_Load,unknown
22/03/2018 17:45,29.05,0.07,12.13,0.01,100.0,,63900.0, wEEKDAY ,Thursday,Medium_Load,unknown
22/03/2018 18:00,28.33,0.0,13.07,0.01,100.0,90.8,64800.0,Weekday,Thursday,Medium_Load,846
22/03/2018 18:15,,14.69,0.97,0.02,93.51,99.97,65700.0,Weekday,Thursday,Medium_Load,955
22/03/2018 18:30,42.23,20.99,0.0,0.02,89.55,100.0,66600.0,Weekday,Thursday,Medium_Load,143
22/03/2018 18:45,40.07,5.58,0.94,0.02,99.04,99.97,67500.0,Weekday,Thursday,Medium_Load,unknown
22/03/2018 19:00,43.2,4.1,0.43,0.02,99.55,100.0,68400.0,Weekday,Thursday,Medium_Load,653
22/03/2018 19:15,36.97,1.3, 4.14 ,0.02,99.94, 99.38 ,69300.0,Weekday,Thursday,Medium_Load,bad
22/03/2018 19:30,38.56,3.13,1.4, 0.02 ,99.67,99.93,70200.0,Weekday,Thursday,Medium_Load,76
22/03/2018 19:45,41.47,4.64,0.72,0.02,99.38,99.98,71100.0,Weekday,Thursday,Medium_Load,474
22/03/2018 20:00,37.48,2.38,3.2,0.02,99.8,99.64,72000.0,Weekday,Thursday,Medium_Load,
22/03/2018 20:15,33.05,0.61,5.4,0.02,99.98,98.69,72900.0,Weekday,Thursday,Medium_Load,unknown
22/03/2018 20:30,37.19,2.48,2.59,0.02,99.78,99.76,73800.0,Weekday,Thursday,Medium_Load,645
22/03/2018 20:45,37.04,0.54,2.77,0.02,99.99,99.72,74700.0,Weekday, tHURSDAY ,Medium_Load,899
22/03/2018 21:00,38.05,0.9,2.63,0.02,99.97,99.76,75600.0, wEEKDAY ,Thursday,Medium_Load,862
22/03/2018 21:15,87.98,13.0,0.32,0.04,98.93,100.0,76500.0,Weekday,Thursday,Medium_Load,485
22/03/2018 21:30,42.55,3.13,10.37,0.02,99.73,97.16,77400.0, wEEKDAY ,Thursday,Medium_Load,802
22/03/2018 21:45,12.2, 0.0 ,21.42,0.01,100.0,49.49,78300.0,Weekday,Thursday,Medium_Load,812
22/03/2018 22:00,7.13,0.0,24.77,0.0, 100.0 ,27.66,79200.0,Weekday,Thursday,Medium_Load,597
22/03/2018 22:15,6.91,2.34,13.93,0.0, 94.72 ,44.44,80100.0,Weekday,Thursday,Medium_Load,bad
22/03/2018 22:30,6.66,6.59,0.0,0.0,71.08,100.0, 81000.0 ,Weekday,Thursday,Medium_Load,439
22/03/2018 22:45,6.59,6.26,0.0,0.0,72.5,100.0,81900.0,Weekday,Thursday,Medium_Load,
22/03/2018 23:00,7.34,6.23,0.0,0.0,76.24,100.0, 82800.0 ,Weekday,Thursday,Medium_Load,547
22/03/2018 23:15,7.7,5.83,0.0,0.0,79.73,100.0,83700.0,Weekday,Thursday,Light_Load,43
22/03/2018 23:30,6.95,5.11,0.0,0.0,80.57,100.0,84600.0,Weekday,Thursday,Light_Load,110
22/03/2018 23:45,5.4,5.58,0.0,0.0,69.54,100.0,85500.0,Weekday,Thursday,Light_Load,251
22/03/2018 00:00,5.08,5.65,0.0,0.0,66.86,100.0,0.0,Weekday,Thursday,Light_Load,461
23/03/2018 00:15,4.9,error,0.0,0.0,66.25,100.0,900.0,Weekday,Friday,Light_Load,
23/03/2018 00:30,3.96,4.93, 0.0 ,0.0,62.62,100.0,1800.0,Weekday,Friday,Light_Load,673
23/03/2018 00:45,3.85,5.04,0.0,0.0,60.7,100.0,2700.0,Weekday,Friday,Light_Load,996
23/03/2018 01:00,3.89,5.33,0.0,0.0,58.95,100.0,?,Weekday, fRIDAY ,Light_Load,bad
23/03/2018 01:15,3.89,4.9,0.0,0.0,62.18,100.0,4500.0,Weekday,Friday,Light_Load,unknown
 23/03/2018 01:30 ,3.85,5.04,0.0, 0.0 , 60.7 ,100.0,5400.0,Weekday,Friday,Light_Load,
23/03/2018 01:45,3.96,5.62,0.0,0.0,57.6,100.0,6300.0, wEEKDAY ,Friday,Light_Load,unknown
23/03/2018 02:00,3.85,5.47,0.0,0.0,57.56,100.0,7200.0,Weekday,Friday, lIGHT_lOAD ,330
23/03/2018 02:15,3.89,5.54,0.0, 0.0 ,57.47,100.0,8100.0,Weekday,Friday,Light_Load,109
23/03/2018 02:30, 3.85 ,invalid,0.0,0.0,57.07,100.0,9000.0,Weekday,Friday,Light_Load,374
23/03/2018 02:45,3.92,5.22,0.0,0.0,60.05,100.0,9900.0,Weekday,Friday,Light_Load,
23/03/2018 03:00,3.53,4.46,0.0,0.0,62.06,100.0,10800.0,Weekday,Friday,Light_Load,
23/03/2018 03:15,3.28,4.21,0.0,0.0,61.46,100.0,11700.0,Weekday,Friday,Light_Load,269
23/03/2018 03:30,3.28,4.14,0.0,0.0,62.1,100.0,12600.0,Weekday,Friday,Light_Load,253
23/03/2018 03:45,3.31,4.32,0.0,0.0,60.82,100.0,13500.0,Weekday,Friday,Light_Load,bad
23/03/2018 04:00,3.31,4.21,0.0,0.0,61.81,100.0, 14400.0 ,Weekday,Friday,Light_Load,515
23/03/2018 04:15,3.31,4.32,0.0,0.0,60.82,100.0,15300.0,Weekday,Friday,Light_Load,437
23/03/2018 04:30,3.24,4.03,0.0,0.0,62.66,100.0,16200.0,Weekday,Friday,Light_Load,unknown
23/03/2018 04:45,3.6,4.9,0.0,0.0,59.21,100.0,17100.0,Weekday,Friday,Light_Load,unknown
23/03/2018 05:00,3.78,5.29,0.0,0.0, 58.14 ,100.0,18000.0,Weekday, fRIDAY ,Light_Load,523
23/03/2018 05:15,3.35,496.07,0.0, 0.0 ,63.55,100.0,18900.0,Weekday,Friday,Light_Load,285
 23/03/2018 05:30 ,3.24,4.07,0.0,0.0,62.28,100.0,error,Weekday,Friday,Light_Load,909
23/03/2018 05:45,3.67,4.64,0.0, 0.0 ,62.04,100.0, 20700.0 ,Weekday,Friday,Light_Load,393
23/03/2018 06:00,3.53,4.57,0.0,0.0,61.13,100.0,21600.0,Weekday,Friday,Light_Load,
23/03/2018 06:15,3.24,4.0,0.0,0.0,62.94,100.0,22500.0,Weekday,Friday,Light_Load,674
23/03/2018 06:30,3.24,3.96,0.0,0.0,63.32,100.0,23400.0,Weekday,Friday,Light_Load,128
23/03/2018 06:45,3.17,4.1,0.0, 0.0 ,61.17,100.0,24300.0,Weekday,Friday,Light_Load,833
23/03/2018 07:00,3.28,4.5,0.0,0.0,58.9,100.0,25200.0,Weekday, fRIDAY ,Light_Load,81
23/03/2018 07:15,3.24,4.36,0.0,0.0,59.65,100.0,26100.0,Weekday,Friday,Light_Load,179
23/03/2018 07:30,3.92,5.0,0.0,0.0,61.7,100.0,27000.0,Weekday,Friday,Light_Load,unknown
23/03/2018 07:45,5.65,6.26,0.0,0.0,67.0,100.0,27900.0,Weekday,Friday,Light_Load,44
23/03/2018 08:00,4.93,5.65,error,0.0,65.75,100.0,28800.0, wEEKDAY ,Friday,Light_Load,435
23/03/2018 08:15,70.34,45.61,0.0,0.03,83.9,100.0,29700.0,Weekday,Friday,Light_Load,602
 23/03/2018 08:30 ,104.08,69.88,0.0,0.05,83.02,100.0,30600.0,Weekday,Friday,Light_Load,122
23/03/2018 08:45,125.35,73.87,0.0,0.06,86.15,100.0,31500.0,Weekday,Friday,Light_Load,899
23/03/2018 09:00,109.73,46.37,0.0,0.05,92.11,100.0,32400.0,Weekday,Friday,Light_Load,393
23/03/2018 09:15,151.31,65.2, 0.0 ,0.07,91.84,100.0,33300.0,Weekday,Friday,Medium_Load,873
23/03/2018 09:30,122.9,51.3,0.0,0.06,92.28,100.0,34345.0,Weekday,Friday,Medium_Load,609
23/03/2018 09:45,121.9,54.22, 0.0 ,0.06,91.37,100.0,35100.0,Weekday,Friday,Medium_Load,850
23/03/2018 10:00,126.65,52.27,0.0,0.06,92.44,100.0,36000.0,Weekday,Friday,Medium_Load,unknown
23/03/2018 10:15,114.52,44.14,0.0,,93.31,100.0,36900.0,Weekday,Friday,Maximum_Load,623
23/03/2018 10:30,92.41,33.73,0.0, 0.04 ,93.94,100.0,37800.0,Weekday, fRIDAY ,Maximum_Load,unknown
23/03/2018 10:45,102.82,39.56,0.0,0.05,93.33,100.0,38700.0,Weekday,Friday,Maximum_Load,127
23/03/2018 11:00,96.3,38.95,0.0,0.4,92.7, 100.0 ,39600.0,Weekday,Friday,Maximum_Load,
23/03/2018 11:15,89.53,56.63,0.0, 0.04 , 84.51 ,100.0,40500.0,Weekday,Friday,Maximum_Load,835
23/03/2018 11:30,,63.32,0.0,0.05,87.06,8500.0,41400.0,Weekday,Friday,Maximum_Load,253
23/03/2018 11:45,92.3,54.43,0.0,0.04,86.14,100.0,42300.0,Weekday,Friday,Maximum_Load,370
23/03/2018 12:00,138.78,82.94,0.0,0.06,85.84,100.0,43200.0,Weekday,Friday,Maximum_Load,
23/03/2018 12:15,17.39,5.58,19.08,0.01,95.22,67.36,44100.0,Weekday,Friday,Medium_Load,5
23/03/2018 12:30,5.8,0.0,25.52,0.0,100.0,22.16,45000.0,Weekday,Friday,Medium_Load,748
 23/03/2018 12:45 ,6.59,0.0,24.8,0.0,100.0,25.68,45900.0,Weekday,Friday,Medium_Load,870
23/03/2018 13:00,5.44,0.0,18.94,0.0,100.0,27.61,46800.0,Weekday,Friday,Medium_Load,843
23/03/2018 13:15,70.34,22.1,4.54,0.03,95.4,99.79,47700.0,Weekday,Friday,Maximum_Load,bad
23/03/2018 13:30,92.84,39.31,0.0,1.4000000000000001,92.09,100.0,48600.0,Weekday,Friday,Maximum_Load,925
23/03/2018 13:45,101.56,40.46,0.0,0.05,92.9,100.0,49500.0,Weekday,Friday,Maximum_Load,165
23/03/2018 14:00,100.91,40.5,0.0,0.05,700.8,100.0,50400.0,Weekday,Friday,Maximum_Load,248
23/03/2018 14:15, 120.24 ,58.0,0.0,0.06,90.07,100.0,51300.0,Weekday,Friday, mAXIMUM_lOAD ,465
23/03/2018 14:30,127.51,,0.0, 0.06 ,92.14,100.0,52200.0,Weekday,Friday,Maximum_Load,unknown
23/03/2018 14:45,76.03,30.2,0.0,0.03,92.94,100.0,53100.0,Weekday,Friday,Maximum_Load,607
23/03/2018 15:00,142.78,67.32,0.0,0.07,90.45,100.0,54000.0,Weekday,Friday,Maximum_Load,
23/03/2018 15:15,102.89,48.64,0.0,0.05,90.41,100.0,54900.0,Weekday,Friday,Maximum_Load,unknown
23/03/2018 15:30,116.03,41.9,0.0,0.05,94.06,100.0,55800.0,Weekday,Friday,Maximum_Load,396
23/03/2018 15:45,89.78,24.77,0.0,0.04,96.4,100.0,56700.0,Weekday,Friday,Maximum_Load,21
23/03/2018 16:00,102.56,30.64,0.0,0.05,95.82,100.0,57600.0,Weekday,Friday,Maximum_Load,786
23/03/2018 16:15, 133.63 ,49.25,0.0,0.06,93.83,100.0,58500.0, wEEKDAY ,Friday,Maximum_Load,586
23/03/2018 16:30,61.85,20.63,0.0,0.03,94.86,100.0,59400.0,Weekday,Friday,Maximum_Load,740
23/03/2018 16:45,95.8,40.46,0.0, 0.04 ,92.12,100.0,60300.0,Weekday,Friday,Maximum_Load,703
23/03/2018 17:00,690.01,41.04,0.0,0.06,95.16,100.0,61200.0,Weekday,Friday,Maximum_Load,457
23/03/2018 17:15,99.36,34.52,0.0,0.05,94.46, 100.0 ,62100.0,Weekday, fRIDAY ,Medium_Load,70
 23/03/2018 17:30 ,81.83,21.42,0.07,3.3200000000000003,96.74,100.0,63000.0,Weekday,Friday,Medium_Load,726
23/03/2018 17:45,32.69,0.0,7.67,0.01,100.0,97.36,63900.0,Weekday,Friday,Medium_Load,200
23/03/2018 18:00,32.44,0.0,7.96,0.01,100.0,97.12,64800.0,Weekday,Friday,,unknown
23/03/2018 18:15,71.96,31.46,0.47,0.03,91.63,100.0, 65700.0 , wEEKDAY ,Friday,Medium_Load,950
23/03/2018 18:30,137.41,70.34,0.0,0.06,89.02,100.0,66600.0,Weekday,Friday,Medium_Load,bad
23/03/2018 18:45, 75.92 ,28.94,0.0,0.03,93.44,100.0,67500.0, wEEKDAY ,Friday,Medium_Load,913
23/03/2018 19:00,56.41,22.86,0.0,0.03,92.68,100.0,68400.0,Weekday,Friday,Medium_Load,436
23/03/2018 19:15, 4897.58 ,27.61,0.0,error,92.84,100.0,69300.0,Weekday,Friday, mEDIUM_lOAD ,bad
23/03/2018 19:30,56.74,20.7,0.0,0.03,93.94,100.0,70200.0,Weekday,Friday,Medium_Load,
23/03/2018 19:45,63.4,22.72,0.0,0.03,94.14,100.0,71100.0,Weekday,Friday, mEDIUM_lOAD ,unknown
23/03/2018 20:00,58.28,21.28,0.0,0.03,93.93,100.0,72000.0,Weekday,Friday,Medium_Load,277
23/03/2018 20:15,49.64,13.86,0.0,0.02,96.32,100.0,72900.0,Weekday,Friday,Medium_Load,781
23/03/2018 20:30,42.44,4.0,1.04,0.02,99.56,99.97, 73800.0 ,Weekday,Friday,Medium_Load,
 23/03/2018 20:45 ,43.78,?,0.18,0.02,99.58,100.0,74700.0, wEEKDAY ,Friday,Medium_Load,185
 23/03/2018 21:00 ,44.6,3.96,0.47,0.02,99.61,99.99,75600.0, wEEKDAY ,Friday,Medium_Load,816
23/03/2018 21:15, 37.62 ,0.97,1.8,0.02,99.97,99.89,76500.0,Weekday,Friday, mEDIUM_lOAD ,937
23/03/2018 21:30,39.96,1.8,0.22,0.02,99.9,100.0,77400.0,Weekday,Friday, mEDIUM_lOAD ,401
23/03/2018 21:45,32.65,0.68,5.18,0.01,99.98,98.76,78300.0,Weekday,Friday,Medium_Load,940
23/03/2018 22:00,7.42,0.0,24.34,0.0,100.0,29.16,79200.0,Weekday,Friday,Medium_Load,
23/03/2018 22:15,7.52,2.48,13.72,0.0,94.97,48.06,80100.0,Weekday,Friday,Medium_Load,349
23/03/2018 22:30,4.97,5.76,0.0,0.0,65.33,100.0,81000.0,Weekday,Friday,Medium_Load,229
23/03/2018 22:45,4.97,5.8,0.0,0.0,65.07,100.0,81900.0,Weekday,Friday,Medium_Load,617
23/03/2018 23:00,4.5,5.22,0.0,0.0,65.29,100.0,82800.0,Weekday,Friday,Medium_Load,388
23/03/2018 23:15,3.82,4.46,0.0,,65.05,100.0,83700.0,Weekday,Friday,Light_Load,694
23/03/2018 23:30,3.71,4.28,0.0,0.0,65.5,100.0,84600.0,Weekday,Friday,Light_Load,
23/03/2018 23:45,3.74, 4.36 ,0.0,0.0,65.11,100.0,85500.0, wEEKDAY ,Friday,Light_Load,298
23/03/2018 00:00,3.67,4.36,0.0,0.0,64.4,100.0,0.0,Weekday,Friday,Light_Load,686
 24/03/2018 00:15 ,3.67,4.32,0.0,0.0,64.74,100.0,900.0,Weekend,Saturday,Light_Load,bad
24/03/2018 00:30,3.74,4.32,0.0, 0.0 ,65.45,100.0,1800.0,Weekend,Saturday,Light_Load,474
24/03/2018 00:45,3.64,4.43,0.0,0.0, 63.49 ,100.0,2700.0,Weekend,Saturday,Light_Load,
24/03/2018 01:00,3.67,4.39,0.0,0.0,64.14,100.0,3600.0,Weekend,Saturday,Light_Load,31
24/03/2018 01:15,3.71,4.32,0.0,0.0,65.15,100.0,4500.0,Weekend,Saturday,Light_Load,953
24/03/2018 01:30,3.67,4.46,0.0,0.0,63.54,100.0,5400.0,Weekend,Saturday,Light_Load,830
24/03/2018 01:45,3.74,4.68,0.0,0.0,62.43,100.0,6300.0,Weekend,Saturday,Light_Load,614
24/03/2018 02:00,3.71,4.68,0.0,0.0,62.12,100.0,7200.0,Weekend,Saturday,Light_Load,905
24/03/2018 02:15,3.71,4.5,0.0,0.0,63.61,100.0,8100.0,Weekend,Saturday,Light_Load,
24/03/2018 02:30,3.64,4.36,0.0,0.0,64.09,100.0,9000.0,Weekend,Saturday,Light_Load,unknown
24/03/2018 02:45,4.36,4.93,0.0,0.0,66.25,100.0,9900.0,Weekend,Saturday,Light_Load,504
24/03/2018 03:00,4.79,5.44,0.0,0.0,66.08,100.0,10800.0,Weekend,Saturday,Light_Load,123
24/03/2018 03:15,3.71,4.39,0.0,0.0,64.55,100.0,11700.0,Weekend,Saturday,Light_Load,784
24/03/2018 03:30, 3.71 ,4.28,0.0,0.0,65.5,100.0, 12600.0 ,Weekend,Saturday,Light_Load,
24/03/2018 03:45,3.67,4.28,0.0,0.0,65.09,100.0,?,Weekend,Saturday,Light_Load,422
24/03/2018 04:00,3.74,4.28,0.0,0.0,65.8,100.0, 14400.0 ,Weekend,Saturday,Light_Load,496
24/03/2018 04:15,3.67,4.25,0.0,0.0,65.36, 100.0 ,15300.0,Weekend,Saturday,Light_Load,
24/03/2018 04:30,3.13,3.92,0.0,0.0,62.4, 100.0 ,16200.0,Weekend,Saturday,Light_Load,571
24/03/2018 04:45,3.13,4.0,0.0,0.0,61.63,100.0,17100.0,Weekend,Saturday,Light_Load,516
24/03/2018 05:00,3.13,4.03,0.0,0.0, 61.34 ,100.0, 18000.0 ,Weekend,Saturday,,422
24/03/2018 05:15,3.2,3.92,0.0,0.0,63.24,100.0,18900.0,Weekend,Saturday,Light_Load,
24/03/2018 05:30,3.13,3.92,0.0,0.0,62.4,100.0,19800.0,Weekend, sATURDAY ,Light_Load,390
24/03/2018 05:45,3.1,3.85,0.0,0.0,62.72,245.0,20700.0,Weekend,Saturday, lIGHT_lOAD ,bad
 24/03/2018 06:00 , 84.50999999999999 ,3.89,0.0,0.0,62.69,100.0,21600.0, wEEKEND ,Saturday, lIGHT_lOAD ,377
24/03/2018 06:15,3.1,3.92,0.0,0.0,62.03,100.0,22500.0,Weekend,Saturday,Light_Load,76
24/03/2018 06:30,3.6,4.82,0.0,0.0,59.84,100.0,23400.0,Weekend,Saturday,Light_Load,510
24/03/2018 06:45,3.49,4.86,0.0,0.0,58.33,100.0,24300.0,Weekend,Saturday,Light_Load,718
24/03/2018 07:00,3.24,4.1,0.0,0.0,62.0,100.0,25200.0,Weekend,Saturday,Light_Load,343
24/03/2018 07:15,3.71,4.36,0.0,0.0,64.81,100.0,26100.0,Weekend,Saturday,Light_Load,109
24/03/2018 07:30,3.28,4.39,0.0,0.0,59.85,100.0,27000.0,Weekend,Saturday,Light_Load,974
24/03/2018 07:45,3.28,4.72,0.0,0.0,57.07,100.0,27900.0,Weekend,Saturday,Light_Load,871
24/03/2018 08:00,3.31,4.79,0.0,0.0,56.85,100.0,28800.0,Weekend, sATURDAY ,Light_Load,399
24/03/2018 08:15,23.76,22.03,0.0,NULL, 73.33 ,100.0,29700.0,Weekend,Saturday,Light_Load,499
24/03/2018 08:30,36.97,31.39,0.0,0.02,76.23,100.0,30600.0,Weekend,Saturday,Light_Load,895
24/03/2018 08:45,36.9,31.03, 0.0 ,0.02,76.54,100.0,31500.0,,Saturday,Light_Load,699
24/03/2018 09:00,38.41,7.38,0.04, 0.02 ,98.2,100.0,32400.0,Weekend,Saturday,Light_Load,unknown
24/03/2018 09:15,38.74,1.91,0.72,0.02,99.88,99.98,33300.0,Weekend,Saturday,Medium_Load,113
24/03/2018 09:30,33.16,0.4,3.02, 0.02 ,99.99,99.59,34200.0,Weekend,Saturday,Medium_Load,116
24/03/2018 09:45,32.29,0.18,4.03,0.01,100.0,99.23,35100.0, wEEKEND ,Saturday,Medium_Load,520
24/03/2018 10:00,31.79,0.0,4.79,0.01,100.0,98.88,36000.0,Weekend,Saturday,Medium_Load,bad
24/03/2018 10:15,33.52,0.58,3.24,0.02,99.99,99.54,36900.0,Weekend,Saturday,Maximum_Load,268
24/03/2018 10:30,36.4,0.79,2.27,0.02,,99.81,37800.0,Weekend,Saturday,Maximum_Load,271
24/03/2018 10:45,36.47,0.94,2.12,0.02,99.97,99.83,38700.0,Weekend,Saturday,Maximum_Load,66
24/03/2018 11:00,32.54,NULL,4.18,967.01,100.0,99.19, 39600.0 ,Weekend,Saturday,Maximum_Load,544
24/03/2018 11:15,31.64,12.31,0.32,0.01,93.19,99.99,40500.0,Weekend, sATURDAY ,Maximum_Load,93
24/03/2018 11:30,32.72, 14.22 ,0.0,0.02,91.71,100.0,41400.0,Weekend,Saturday,Maximum_Load,unknown
24/03/2018 11:45,33.88,14.98,0.0,0.02,91.46,100.0,42300.0,Weekend,Saturday,Maximum_Load,723
 24/03/2018 12:00 ,29.34,12.46,0.0,0.01,92.04,100.0,43200.0,Weekend,Saturday,Maximum_Load,991
24/03/2018 12:15,6.34,,13.75,0.0,99.09, 41.87 ,44100.0,Weekend,Saturday,Medium_Load,148
24/03/2018 12:30,NULL,0.0,16.42,0.0,100.0,22.43,45000.0, wEEKEND ,Saturday,Medium_Load,
24/03/2018 12:45,3.74,0.0,16.2,0.0,100.0,22.49,45900.0,Weekend,Saturday,Medium_Load,bad
24/03/2018 13:00,3.74,0.0,16.2,0.0,100.0,22.49,46800.0,Weekend,Saturday,Medium_Load,726
24/03/2018 13:15,16.34,0.11,10.98,0.01,100.0,83.0,47700.0,Weekend,Saturday,,805
24/03/2018 13:30,33.08,0.86,2.38,0.02,99.97,99.74,48600.0,Weekend,Saturday, mAXIMUM_lOAD ,787
24/03/2018 13:45,32.29,0.94,2.66,0.01,99.96,99.66,49500.0,Weekend,Saturday,Maximum_Load,
24/03/2018 14:00,34.34,1.55,1.69,0.02,99.9,99.88,50400.0,Weekend,Saturday,Maximum_Load,
24/03/2018 14:15,36.4,2.7,0.4,0.02,error,99.99,51300.0,Weekend,Saturday,Maximum_Load,986
24/03/2018 14:30,33.19,1.69,1.44,0.02,99.87,99.91,52200.0,Weekend,Saturday,Maximum_Load,910
24/03/2018 14:45,36.07,2.34,0.25, 0.02 ,99.79,100.0,53418.0,Weekend,Saturday,Maximum_Load,453
24/03/2018 15:00, 33.84 ,1.8,1.55,0.02,99.86,99.9,54000.0,Weekend,Saturday,Maximum_Load,607
24/03/2018 15:15,35.86,1.37, 1.51 ,,99.93,99.91,54900.0,Weekend,Saturday,Maximum_Load,unknown
24/03/2018 15:30,39.24,2.63,0.04,0.02,99.78,100.0,55800.0,Weekend,Saturday,Maximum_Load,543
24/03/2018 15:45,32.44,0.79,2.59,0.01,99.97,99.68,56700.0,Weekend,Saturday,Maximum_Load,754
24/03/2018 16:00, 36.4 ,2.16,0.68,0.02,99.82,99.98,57600.0,Weekend,Saturday,Maximum_Load,unknown
24/03/2018 16:15, 36.86 ,2.12,0.43,0.02,99.84,99.99,58500.0,Weekend,Saturday,Maximum_Load,305
24/03/2018 16:30,34.74,1.48,1.33,0.02,99.91,,59400.0,Weekend,Saturday,Maximum_Load,
24/03/2018 16:45,35.75,1.84,0.94,0.02,99.87,99.97,60300.0,Weekend,Saturday,Maximum_Load,unknown
24/03/2018 17:00,27.04,1.51,7.67,0.01,99.84,96.2,61200.0,Weekend,Saturday,Maximum_Load,650
24/03/2018 17:15,4.18,0.0,20.3,0.0,100.0,20.17,62100.0,Weekend,Saturday,Medium_Load,953
 24/03/2018 17:30 ,4.28,0.0,25.7,0.0,100.0,16.43,63000.0,Weekend,Saturday,Medium_Load,unknown
24/03/2018 17:45,4.21,0.0, 25.67 ,0.0,100.0,16.18,63900.0,Weekend,Saturday,Medium_Load,bad
 24/03/2018 18:00 ,4.14,0.0,25.7,0.0,100.0,15.9,64800.0,Weekend,Saturday,Medium_Load,13
